,first,second
3130,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You like to taste a little bit of everything.
3131,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,concentration and disciplined study are not your strong points.
3132,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You are handy with your hands.
3133,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You may be ambidextrous or mechanically inclined.
3134,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,Debate and argument appeal to you.
3135,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3136,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"This is the jack-of-all-trades, master-of-none position."
3137,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"There is danger, then, of superficiality."
3138,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"Control of thought, word, and action is necessary in order to be successful."
3139,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"Find your focus, stay with it and develop perseverance."
3140,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3141,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3142,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You grasp concepts easily.
3143,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You may become impatient with those who do n't learn as quickly.
3144,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3145,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3146,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You are oriented towards the sensual side of life in everything you do.
3147,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,it may show through too much weight.
3148,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You are tremendously responsive to beauty.
3149,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You are tremendously responsive to physical appearances.
3150,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,the physical attractiveness of your partner is very important to you.
3151,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You enjoy indulging yourself.
3152,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You enjoy indulging the ones you love.
3153,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,it is too easy for you to be extravagant.
3154,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,it is too easy for you to put too much value in material things.
3155,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,Comfort is important to you.
3156,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,you hate getting your hands dirty.
3157,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3158,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3159,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3160,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You aim to please in practical ways.
3161,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,You aim to please in earthy ways.
3162,Exercise is a good way to release this tension.,"You are clever, witty, and always have a joke or comeback ready for any situation."
3163,Exercise is a good way to release this tension.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
3164,Exercise is a good way to release this tension.,You are quick to grasp new concepts.
3165,Exercise is a good way to release this tension.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
3166,Exercise is a good way to release this tension.,You like to taste a little bit of everything.
3167,Exercise is a good way to release this tension.,concentration and disciplined study are not your strong points.
3168,Exercise is a good way to release this tension.,You are handy with your hands.
3169,Exercise is a good way to release this tension.,You may be ambidextrous or mechanically inclined.
3170,Exercise is a good way to release this tension.,Debate and argument appeal to you.
3171,Exercise is a good way to release this tension.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3172,Exercise is a good way to release this tension.,"This is the jack-of-all-trades, master-of-none position."
3173,Exercise is a good way to release this tension.,"There is danger, then, of superficiality."
3174,Exercise is a good way to release this tension.,"Control of thought, word, and action is necessary in order to be successful."
3175,Exercise is a good way to release this tension.,"Find your focus, stay with it and develop perseverance."
3176,Exercise is a good way to release this tension.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3177,Exercise is a good way to release this tension.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3178,Exercise is a good way to release this tension.,You grasp concepts easily.
3179,Exercise is a good way to release this tension.,You may become impatient with those who do n't learn as quickly.
3180,Exercise is a good way to release this tension.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3181,Exercise is a good way to release this tension.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3182,Exercise is a good way to release this tension.,You are oriented towards the sensual side of life in everything you do.
3183,Exercise is a good way to release this tension.,it may show through too much weight.
3184,Exercise is a good way to release this tension.,You are tremendously responsive to beauty.
3185,Exercise is a good way to release this tension.,You are tremendously responsive to physical appearances.
3186,Exercise is a good way to release this tension.,the physical attractiveness of your partner is very important to you.
3187,Exercise is a good way to release this tension.,You enjoy indulging yourself.
3188,Exercise is a good way to release this tension.,You enjoy indulging the ones you love.
3189,Exercise is a good way to release this tension.,it is too easy for you to be extravagant.
3190,Exercise is a good way to release this tension.,it is too easy for you to put too much value in material things.
3191,Exercise is a good way to release this tension.,Comfort is important to you.
3192,Exercise is a good way to release this tension.,you hate getting your hands dirty.
3193,Exercise is a good way to release this tension.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3194,Exercise is a good way to release this tension.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3195,Exercise is a good way to release this tension.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3196,Exercise is a good way to release this tension.,You aim to please in practical ways.
3197,Exercise is a good way to release this tension.,You aim to please in earthy ways.
3198,"You are clever, witty, and always have a joke or comeback ready for any situation.",You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
3199,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are quick to grasp new concepts.
3200,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
3201,"You are clever, witty, and always have a joke or comeback ready for any situation.",You like to taste a little bit of everything.
3202,"You are clever, witty, and always have a joke or comeback ready for any situation.",concentration and disciplined study are not your strong points.
3203,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are handy with your hands.
3204,"You are clever, witty, and always have a joke or comeback ready for any situation.",You may be ambidextrous or mechanically inclined.
3205,"You are clever, witty, and always have a joke or comeback ready for any situation.",Debate and argument appeal to you.
3206,"You are clever, witty, and always have a joke or comeback ready for any situation.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3207,"You are clever, witty, and always have a joke or comeback ready for any situation.","This is the jack-of-all-trades, master-of-none position."
3208,"You are clever, witty, and always have a joke or comeback ready for any situation.","There is danger, then, of superficiality."
3209,"You are clever, witty, and always have a joke or comeback ready for any situation.","Control of thought, word, and action is necessary in order to be successful."
3210,"You are clever, witty, and always have a joke or comeback ready for any situation.","Find your focus, stay with it and develop perseverance."
3211,"You are clever, witty, and always have a joke or comeback ready for any situation.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3212,"You are clever, witty, and always have a joke or comeback ready for any situation.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3213,"You are clever, witty, and always have a joke or comeback ready for any situation.",You grasp concepts easily.
3214,"You are clever, witty, and always have a joke or comeback ready for any situation.",You may become impatient with those who do n't learn as quickly.
3215,"You are clever, witty, and always have a joke or comeback ready for any situation.","If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3216,"You are clever, witty, and always have a joke or comeback ready for any situation.","If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3217,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are oriented towards the sensual side of life in everything you do.
3218,"You are clever, witty, and always have a joke or comeback ready for any situation.",it may show through too much weight.
3219,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are tremendously responsive to beauty.
3220,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are tremendously responsive to physical appearances.
3221,"You are clever, witty, and always have a joke or comeback ready for any situation.",the physical attractiveness of your partner is very important to you.
3222,"You are clever, witty, and always have a joke or comeback ready for any situation.",You enjoy indulging yourself.
3223,"You are clever, witty, and always have a joke or comeback ready for any situation.",You enjoy indulging the ones you love.
3224,"You are clever, witty, and always have a joke or comeback ready for any situation.",it is too easy for you to be extravagant.
3225,"You are clever, witty, and always have a joke or comeback ready for any situation.",it is too easy for you to put too much value in material things.
3226,"You are clever, witty, and always have a joke or comeback ready for any situation.",Comfort is important to you.
3227,"You are clever, witty, and always have a joke or comeback ready for any situation.",you hate getting your hands dirty.
3228,"You are clever, witty, and always have a joke or comeback ready for any situation.","At times you can be lazy, hoping or expecting someone else to do the dirty work."
3229,"You are clever, witty, and always have a joke or comeback ready for any situation.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3230,"You are clever, witty, and always have a joke or comeback ready for any situation.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3231,"You are clever, witty, and always have a joke or comeback ready for any situation.",You aim to please in practical ways.
3232,"You are clever, witty, and always have a joke or comeback ready for any situation.",You aim to please in earthy ways.
3233,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are quick to grasp new concepts.
3234,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
3235,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You like to taste a little bit of everything.
3236,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,concentration and disciplined study are not your strong points.
3237,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are handy with your hands.
3238,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You may be ambidextrous or mechanically inclined.
3239,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,Debate and argument appeal to you.
3240,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3241,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"This is the jack-of-all-trades, master-of-none position."
3242,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"There is danger, then, of superficiality."
3243,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Control of thought, word, and action is necessary in order to be successful."
3244,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Find your focus, stay with it and develop perseverance."
3245,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3246,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3247,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You grasp concepts easily.
3248,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You may become impatient with those who do n't learn as quickly.
3249,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3250,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3251,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are oriented towards the sensual side of life in everything you do.
3252,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,it may show through too much weight.
3253,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are tremendously responsive to beauty.
3254,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are tremendously responsive to physical appearances.
3255,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,the physical attractiveness of your partner is very important to you.
3256,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You enjoy indulging yourself.
3257,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You enjoy indulging the ones you love.
3258,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,it is too easy for you to be extravagant.
3259,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,it is too easy for you to put too much value in material things.
3260,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,Comfort is important to you.
3261,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,you hate getting your hands dirty.
3262,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3263,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3264,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3265,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You aim to please in practical ways.
3266,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You aim to please in earthy ways.
3267,You are quick to grasp new concepts.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
3268,You are quick to grasp new concepts.,You like to taste a little bit of everything.
3269,You are quick to grasp new concepts.,concentration and disciplined study are not your strong points.
3270,You are quick to grasp new concepts.,You are handy with your hands.
3271,You are quick to grasp new concepts.,You may be ambidextrous or mechanically inclined.
3272,You are quick to grasp new concepts.,Debate and argument appeal to you.
3273,You are quick to grasp new concepts.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3274,You are quick to grasp new concepts.,"This is the jack-of-all-trades, master-of-none position."
3275,You are quick to grasp new concepts.,"There is danger, then, of superficiality."
3276,You are quick to grasp new concepts.,"Control of thought, word, and action is necessary in order to be successful."
3277,You are quick to grasp new concepts.,"Find your focus, stay with it and develop perseverance."
3278,You are quick to grasp new concepts.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3279,You are quick to grasp new concepts.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3280,You are quick to grasp new concepts.,You grasp concepts easily.
3281,You are quick to grasp new concepts.,You may become impatient with those who do n't learn as quickly.
3282,You are quick to grasp new concepts.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3283,You are quick to grasp new concepts.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3284,You are quick to grasp new concepts.,You are oriented towards the sensual side of life in everything you do.
3285,You are quick to grasp new concepts.,it may show through too much weight.
3286,You are quick to grasp new concepts.,You are tremendously responsive to beauty.
3287,You are quick to grasp new concepts.,You are tremendously responsive to physical appearances.
3288,You are quick to grasp new concepts.,the physical attractiveness of your partner is very important to you.
3289,You are quick to grasp new concepts.,You enjoy indulging yourself.
3290,You are quick to grasp new concepts.,You enjoy indulging the ones you love.
3291,You are quick to grasp new concepts.,it is too easy for you to be extravagant.
3292,You are quick to grasp new concepts.,it is too easy for you to put too much value in material things.
3293,You are quick to grasp new concepts.,Comfort is important to you.
3294,You are quick to grasp new concepts.,you hate getting your hands dirty.
3295,You are quick to grasp new concepts.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3296,You are quick to grasp new concepts.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3297,You are quick to grasp new concepts.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3298,You are quick to grasp new concepts.,You aim to please in practical ways.
3299,You are quick to grasp new concepts.,You aim to please in earthy ways.
3300,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You like to taste a little bit of everything.
3301,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,concentration and disciplined study are not your strong points.
3302,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You are handy with your hands.
3303,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You may be ambidextrous or mechanically inclined.
3304,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,Debate and argument appeal to you.
3305,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3306,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"This is the jack-of-all-trades, master-of-none position."
3307,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"There is danger, then, of superficiality."
3308,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Control of thought, word, and action is necessary in order to be successful."
3309,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Find your focus, stay with it and develop perseverance."
3310,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3311,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3312,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You grasp concepts easily.
3313,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You may become impatient with those who do n't learn as quickly.
3314,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3315,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3316,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You are oriented towards the sensual side of life in everything you do.
3317,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,it may show through too much weight.
3318,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You are tremendously responsive to beauty.
3319,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You are tremendously responsive to physical appearances.
3320,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,the physical attractiveness of your partner is very important to you.
3321,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You enjoy indulging yourself.
3322,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You enjoy indulging the ones you love.
3323,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,it is too easy for you to be extravagant.
3324,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,it is too easy for you to put too much value in material things.
3325,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,Comfort is important to you.
3326,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,you hate getting your hands dirty.
3327,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3328,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3329,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3330,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You aim to please in practical ways.
3331,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You aim to please in earthy ways.
3332,You like to taste a little bit of everything.,concentration and disciplined study are not your strong points.
3333,You like to taste a little bit of everything.,You are handy with your hands.
3334,You like to taste a little bit of everything.,You may be ambidextrous or mechanically inclined.
3335,You like to taste a little bit of everything.,Debate and argument appeal to you.
3336,You like to taste a little bit of everything.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3337,You like to taste a little bit of everything.,"This is the jack-of-all-trades, master-of-none position."
3338,You like to taste a little bit of everything.,"There is danger, then, of superficiality."
3339,You like to taste a little bit of everything.,"Control of thought, word, and action is necessary in order to be successful."
3340,You like to taste a little bit of everything.,"Find your focus, stay with it and develop perseverance."
3341,You like to taste a little bit of everything.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3342,You like to taste a little bit of everything.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3343,You like to taste a little bit of everything.,You grasp concepts easily.
3344,You like to taste a little bit of everything.,You may become impatient with those who do n't learn as quickly.
3345,You like to taste a little bit of everything.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3346,You like to taste a little bit of everything.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3347,You like to taste a little bit of everything.,You are oriented towards the sensual side of life in everything you do.
3348,You like to taste a little bit of everything.,it may show through too much weight.
3349,You like to taste a little bit of everything.,You are tremendously responsive to beauty.
3350,You like to taste a little bit of everything.,You are tremendously responsive to physical appearances.
3351,You like to taste a little bit of everything.,the physical attractiveness of your partner is very important to you.
3352,You like to taste a little bit of everything.,You enjoy indulging yourself.
3353,You like to taste a little bit of everything.,You enjoy indulging the ones you love.
3354,You like to taste a little bit of everything.,it is too easy for you to be extravagant.
3355,You like to taste a little bit of everything.,it is too easy for you to put too much value in material things.
3356,You like to taste a little bit of everything.,Comfort is important to you.
3357,You like to taste a little bit of everything.,you hate getting your hands dirty.
3358,You like to taste a little bit of everything.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3359,You like to taste a little bit of everything.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3360,You like to taste a little bit of everything.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3361,You like to taste a little bit of everything.,You aim to please in practical ways.
3362,You like to taste a little bit of everything.,You aim to please in earthy ways.
3363,concentration and disciplined study are not your strong points.,You are handy with your hands.
3364,concentration and disciplined study are not your strong points.,You may be ambidextrous or mechanically inclined.
3365,concentration and disciplined study are not your strong points.,Debate and argument appeal to you.
3366,concentration and disciplined study are not your strong points.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3367,concentration and disciplined study are not your strong points.,"This is the jack-of-all-trades, master-of-none position."
3368,concentration and disciplined study are not your strong points.,"There is danger, then, of superficiality."
3369,concentration and disciplined study are not your strong points.,"Control of thought, word, and action is necessary in order to be successful."
3370,concentration and disciplined study are not your strong points.,"Find your focus, stay with it and develop perseverance."
3371,concentration and disciplined study are not your strong points.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3372,concentration and disciplined study are not your strong points.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3373,concentration and disciplined study are not your strong points.,You grasp concepts easily.
3374,concentration and disciplined study are not your strong points.,You may become impatient with those who do n't learn as quickly.
3375,concentration and disciplined study are not your strong points.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3376,concentration and disciplined study are not your strong points.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3377,concentration and disciplined study are not your strong points.,You are oriented towards the sensual side of life in everything you do.
3378,concentration and disciplined study are not your strong points.,it may show through too much weight.
3379,concentration and disciplined study are not your strong points.,You are tremendously responsive to beauty.
3380,concentration and disciplined study are not your strong points.,You are tremendously responsive to physical appearances.
3381,concentration and disciplined study are not your strong points.,the physical attractiveness of your partner is very important to you.
3382,concentration and disciplined study are not your strong points.,You enjoy indulging yourself.
3383,concentration and disciplined study are not your strong points.,You enjoy indulging the ones you love.
3384,concentration and disciplined study are not your strong points.,it is too easy for you to be extravagant.
3385,concentration and disciplined study are not your strong points.,it is too easy for you to put too much value in material things.
3386,concentration and disciplined study are not your strong points.,Comfort is important to you.
3387,concentration and disciplined study are not your strong points.,you hate getting your hands dirty.
3388,concentration and disciplined study are not your strong points.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3389,concentration and disciplined study are not your strong points.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3390,concentration and disciplined study are not your strong points.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3391,concentration and disciplined study are not your strong points.,You aim to please in practical ways.
3392,concentration and disciplined study are not your strong points.,You aim to please in earthy ways.
3393,You are handy with your hands.,You may be ambidextrous or mechanically inclined.
3394,You are handy with your hands.,Debate and argument appeal to you.
3395,You are handy with your hands.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3396,You are handy with your hands.,"This is the jack-of-all-trades, master-of-none position."
3397,You are handy with your hands.,"There is danger, then, of superficiality."
3398,You are handy with your hands.,"Control of thought, word, and action is necessary in order to be successful."
3399,You are handy with your hands.,"Find your focus, stay with it and develop perseverance."
3400,You are handy with your hands.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3401,You are handy with your hands.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3402,You are handy with your hands.,You grasp concepts easily.
3403,You are handy with your hands.,You may become impatient with those who do n't learn as quickly.
3404,You are handy with your hands.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3405,You are handy with your hands.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
3406,You are handy with your hands.,You are oriented towards the sensual side of life in everything you do.
3407,You are handy with your hands.,it may show through too much weight.
3408,You are handy with your hands.,You are tremendously responsive to beauty.
3409,You are handy with your hands.,You are tremendously responsive to physical appearances.
3410,You are handy with your hands.,the physical attractiveness of your partner is very important to you.
3411,You are handy with your hands.,You enjoy indulging yourself.
3412,You are handy with your hands.,You enjoy indulging the ones you love.
3413,You are handy with your hands.,it is too easy for you to be extravagant.
3414,You are handy with your hands.,it is too easy for you to put too much value in material things.
3415,You are handy with your hands.,Comfort is important to you.
3416,You are handy with your hands.,you hate getting your hands dirty.
3417,You are handy with your hands.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3418,You are handy with your hands.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3419,You are handy with your hands.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3420,You are handy with your hands.,You aim to please in practical ways.
3421,You are handy with your hands.,You aim to please in earthy ways.
3422,You may be ambidextrous or mechanically inclined.,Debate and argument appeal to you.
3423,You may be ambidextrous or mechanically inclined.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
3424,You may be ambidextrous or mechanically inclined.,"This is the jack-of-all-trades, master-of-none position."
3425,You may be ambidextrous or mechanically inclined.,"There is danger, then, of superficiality."
3426,You may be ambidextrous or mechanically inclined.,"Control of thought, word, and action is necessary in order to be successful."
3427,You may be ambidextrous or mechanically inclined.,"Find your focus, stay with it and develop perseverance."
3428,You may be ambidextrous or mechanically inclined.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
3429,You may be ambidextrous or mechanically inclined.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
3430,You may be ambidextrous or mechanically inclined.,You grasp concepts easily.
3431,You may be ambidextrous or mechanically inclined.,You may become impatient with those who do n't learn as quickly.
3432,You may be ambidextrous or mechanically inclined.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
3433,You may be ambidextrous or mechanically inclined.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
